brand,model_name,camera_type,output_type,sensor_name,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Allied Vision,Mako G-811,area,,IMX546,Sony,,12.75,"2/3""",8.1,2856.0,2848.0,2.74,2.74,global,14.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Manta G-040,area,,IMX287,Sony,,6.3,"1/2.9""",0.4,728.0,544.0,6.9,6.9,global,286.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-1236,area,,IMX304,Sony,,17.6,"1.1""",12.4,4112.0,3008.0,3.45,3.45,global,9.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-158,area,,IMX273,Sony,,6.3,"1/2.9""",1.6,1456.0,1088.0,3.45,3.45,global,75.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-1620,area,,IMX542,Sony,,17.6,"1.1""",16.2,5328.0,3040.0,2.74,2.74,global,7.0,,Visible,300.0,1100.0,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-2040,area,,IMX541,Sony,,17.6,"1.1""",20.4,4512.0,4512.0,2.74,2.74,global,5.0,,Visible,300.0,1100.0,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-223,area,,CMV2000,ams OSRAM,,12.75,"2/3""",2.2,2048.0,1088.0,5.5,5.5,global,53.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerGB8, BayerGB12, BayerGB12Packed | RGB8Packed, BGR8Packed, RGBA8Packed, BGRA8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-235,area,,IMX174,Sony,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,50.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-2460,area,,IMX540,Sony,,21.43,"1.2""",24.6,5328.0,4608.0,2.74,2.74,global,4.0,,Visible,300.0,1100.0,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-319,area,,IMX265,Sony,,9.0,"1/1.8""",3.2,2064.0,1544.0,3.45,3.45,global,37.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-419,area,,CMV4000,ams OSRAM,,16.3,"1""",4.2,2048.0,2048.0,5.5,5.5,global,28.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerGB8, BayerGB12, BayerGB12Packed | RGB8Packed, BGR8Packed, RGBA8Packed, BGRA8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-419 NIR,area,,CMV4000,ams OSRAM,NIR,16.3,"1""",4.2,2048.0,2048.0,5.5,5.5,global,28.0,,"Visible, NIR",,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed",CMOS,190,44,29,86
Allied Vision,Manta G-507,area,,IMX264,Sony,,12.75,"2/3""",5.1,2464.0,2056.0,3.45,3.45,global,23.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Manta G-895,area,,IMX267,Sony,,16.3,"1""",8.9,4112.0,2176.0,3.45,3.45,global,13.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,190,44,29,86
Allied Vision,Prosilica GT 1930,area,,IMX174,Sony,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,50.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,211,53,33,86
Allied Vision,Prosilica GT 1930L,area,,IMX174,Sony,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,50.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,372,66,53,96
Allied Vision,Prosilica GT 2000,area,,CMV2000,ams OSRAM,,12.75,"2/3""",2.2,2048.0,1088.0,5.5,5.5,global,53.0,,Visible,,,,,GigE,PoE,"BayerGB12, BayerGB12Packed, BayerGB8 | BGR8Packed, BGRA8Packed, RGB8Packed, RGBA8Packed | YUV411Packed, YUV422Packed, YUV444Packed",,210,53,33,86
Allied Vision,Prosilica GT 2000NIR,area,,CMV2000,ams OSRAM,NIR,12.75,"2/3""",2.2,2048.0,1088.0,5.5,5.5,global,53.0,,"Visible, NIR",,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed",CMOS,210,53,33,86
Allied Vision,Prosilica GT 2050,area,,CMV4000,ams OSRAM,,16.3,"1""",4.2,2048.0,2048.0,5.5,5.5,global,28.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerGB8, BayerGB12, BayerGB12Packed | RGB8Packed, BGR8Packed, RGBA8Packed, BGRA8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,210,53,33,86
Allied Vision,Prosilica GT 2050NIR,area,,CMV4000,ams OSRAM,NIR,16.3,"1""",4.2,2048.0,2048.0,5.5,5.5,global,28.0,,"Visible, NIR",,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed",CMOS,210,53,33,86
Allied Vision,Prosilica GT 2460,area,,IMX264,Sony,,12.75,"2/3""",5.1,2464.0,2056.0,3.45,3.45,global,23.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,211,53,33,86
Allied Vision,Prosilica GT 4400,area,,IMX367,Sony,,22.66,,19.7,4432.0,4436.0,3.45,3.45,global,6.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,372,66,53,96
Allied Vision,Prosilica GT 5120,area,,PYTHON 25K,onsemi,,32.36,,26.2,5120.0,5120.0,4.5,4.5,global,4.0,,Visible,,,,,GigE,PoE,"Mono8, Mono10",CMOS,372,66,53,96
Allied Vision,Prosilica GT 5120NIR,area,,PYTHON 25K,onsemi,NIR,32.36,,26.2,5120.0,5120.0,4.5,4.5,global,4.0,,"Visible, NIR",,,,,GigE,PoE,"Mono8, Mono10",CMOS,372,66,53,96
Allied Vision,Prosilica GT 5400,area,,IMX387,Sony,,22.66,,16.9,5472.0,3084.0,3.45,3.45,global,7.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,372,66,53,96
Allied Vision,Prosilica GT 6400,area,,IMX342,Sony,,28.4,,31.4,6480.0,4852.0,3.45,3.45,global,3.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12Packed, Mono12 | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,372,66,53,96
Allied Vision,allPIXA evo 10k DXGE Color,line,2D,,,,,,,10240.0,3.0,,,,,,Visible,360.0,960.0,,"M72x0.75, F-mount",10GigE,,,CMOS,900,76,82,102
Allied Vision,allPIXA evo 10k DXGE Mono,line,2D,,,,,,,10240.0,3.0,5.6,5.6,,,68.0,Visible,360.0,960.0,,"M72x0.75, F-mount",10GigE,,,CMOS,900,76,82,102
Allied Vision,allPIXA evo 15k DXGE Color,line,2D,,,,,,,15360.0,3.0,5.6,5.6,,,,Visible,360.0,960.0,,M95x1,10GigE,,,CMOS,900,76,82,102
Allied Vision,allPIXA evo 15k DXGE Mono,line,2D,,,,,,,15360.0,3.0,5.6,5.6,,,68.0,Visible,360.0,960.0,,M95x1,10GigE,,,CMOS,900,76,82,102
Allied Vision,allPIXA evo 8k DXGE X,line,2D,,,,,,,8192.0,4.0,5.0,5.0,,,100.0,"Visible, NIR",360.0,960.0,,"M72x0.75, F-mount",10GigE,,,CMOS,900,76,82,102
Allied Vision,allPIXA evo 10k CXP Color,line,2D,,,,,,,10240.0,3.0,5.6,5.6,,,,Visible,360.0,960.0,,"M72x0.75, F-mount",CoaXPress,,,CMOS,900,76,82,102
Allied Vision,allPIXA evo 10k CXP Mono,line,2D,,,,,,,10240.0,3.0,5.6,5.6,,,68.0,Visible,360.0,960.0,,"M72x0.75, F-mount",CoaXPress,,,CMOS,900,76,82,102
Allied Vision,allPIXA evo 15k CXP Color,line,2D,,,,,,,15360.0,3.0,5.6,5.6,,,,Visible,360.0,960.0,,M95x1,CoaXPress,,,CMOS,900,101,82,102
Allied Vision,allPIXA evo 15k CXP Mono,line,2D,,,,,,,15360.0,3.0,5.6,5.6,,,68.0,Visible,360.0,960.0,,M95x1,CoaXPress,,,CMOS,900,101,82,102
Allied Vision,allPIXA evo 16k CXP Color Y,line,2D,,,,,,,16384.0,4.0,5.0,5.0,,,73.0,Visible,1000.0,1000.0,,M95x1,CoaXPress,,,CMOS,1100,113,102,102
Allied Vision,allPIXA evo 16k CXP Color Z,line,2D,,,,,,,16384.0,4.0,5.0,5.0,,,73.0,Visible,1000.0,1000.0,,M95x1,CoaXPress,,,CMOS,1100,113,102,102
Allied Vision,allPIXA evo 32K CXP Mono Y,line,2D,,,,,,,32768.0,1.0,5.0,5.0,,,73.0,"Visible, NIR",400.0,1000.0,,M95x1,CoaXPress,,,CMOS,1100,102,113,102
Allied Vision,allPIXA evo 32K CXP Mono Z,line,2D,,,,,,,32768.0,1.0,5.0,5.0,,,73.0,Visible,400.0,1000.0,,M95x1,CoaXPress,,,CMOS,1100,102,113,102
Allied Vision,allPIXA evo 8k CXP Y,line,2D,,,,,,,8192.0,4.0,5.0,5.0,,,100.0,"Visible, NIR",360.0,960.0,,"M72x0.75, F-mount",CoaXPress,,,CMOS,900,76,82,102
Allied Vision,allPIXA evo 8k CXP Z,line,2D,,,,,,,8192.0,4.0,5.0,5.0,,,100.0,"Visible, NIR",360.0,960.0,,"M72x0.75, F-mount",CoaXPress,,,CMOS,900,76,82,102
Allied Vision,allPIXA neo 4k 10GigE Color,line,2D,,,,,,,4096.0,4.0,7.0,7.0,,,,Visible,400.0,960.0,,"M42x1, F-mount, TFL-mount",10GigE,,,CMOS,350,62,62,62
Allied Vision,allPIXA neo 4k 10GigE Mono,line,2D,,,,,,,4096.0,1.0,7.0,7.0,,,250.0,Visible,400.0,960.0,,"M42x1, F-mount, TFL-mount",10GigE,,,CMOS,350,62,62,62
Allied Vision,allPIXA neo 6k 10GigE Color,line,2D,,,,,,,6144.0,4.0,5.0,5.0,,,,Visible,400.0,960.0,,"M42x1, F-mount, TFL-mount",10GigE,,,CMOS,350,62,62,62
Allied Vision,allPIXA neo 6k 10GigE Color-NIR,line,2D,,,,,,,6144.0,4.0,5.0,5.0,,,,"Visible, NIR",400.0,960.0,,"M42x1, F-mount, TFL-mount",10GigE,,,CMOS,350,62,62,62
Allied Vision,allPIXA neo 6k 10GigE Mono,line,2D,,,,,,,6144.0,1.0,5.0,5.0,,,180.0,Visible,400.0,960.0,,"M42x1, F-mount, TFL-mount",10GigE,,,CMOS,350,62,62,62
Allied Vision,allPIXA neo 4k CXP Color,line,2D,,,,,,,4096.0,4.0,7.0,7.0,,,,Visible,400.0,960.0,,"M42x1, F-mount, TFL-mount",CoaXPress,,,CMOS,35000,62,62,62
Allied Vision,allPIXA neo 4k CXP Mono,line,2D,,,,,,,4096.0,1.0,7.0,7.0,,,250.0,Visible,400.0,960.0,,"M42x1, F-mount, TFL-mount",CoaXPress,,,CMOS,350,62,62,62
Allied Vision,allPIXA neo 6k CXP Color,line,2D,,,,,,,6144.0,4.0,5.0,5.0,,,,Visible,400.0,960.0,,"M42x1, F-mount, TFL-mount",CoaXPress,,,CMOS,350,62,62,62
Allied Vision,allPIXA neo 6k CXP Color-NIR,line,2D,,,,,,,6144.0,4.0,5.0,5.0,,,,"Visible, NIR",400.0,960.0,,"M42x1, F-mount, TFL-mount",CoaXPress,,,CMOS,350,62,62,62
Allied Vision,allPIXA neo 6k CXP Mono,line,2D,,,,,,,6144.0,1.0,5.0,5.0,,,240.0,Visible,400.0,960.0,,"M42x1, F-mount, TFL-mount",CoaXPress,,,CMOS,350,62,62,62
Allied Vision,3DPIXA evo compact 10µm CXP,line,3D,,,,,,,,,,,,,,Visible,360.0,960.0,,,CoaXPress,,,CMOS,2500,,,
Allied Vision,3DPIXA evo compact 12µm CXP,line,3D,,,,,,,,,,,,,,Visible,360.0,960.0,,,CoaXPress,,,CMOS,2500,,,
Allied Vision,3DPIXA evo compact 8µm CXP,line,3D,,,,,,,,,,,,,,Visible,360.0,960.0,,,CoaXPress,,,CMOS,2500,,,
Allied Vision,3DPIXA pro dual 200µm,line,3D,,,,,,,,,,,,,,Visible,1000.0,1000.0,,,Camera Link,,,CCD,11000,,,
Allied Vision,3DPIXA pro dual 5µm HR,line,3D,,,,,,,,,,,,,,Visible,1000.0,1000.0,,,Camera Link,,,CCD,12000,,,
Allied Vision,3DPIXA pro dual 615µm,line,3D,,,,,,,,,,,,,,Visible,1000.0,1000.0,,,Camera Link,,,CCD,10000,,,
Allied Vision,3DPIXA wave dual,line,3D,,,,,,,,,,,,,,Visible,360.0,960.0,,,Camera Link,,,CMOS,11000,,,
Allied Vision,allPIXA pro 4k,line,2D,,,,,,,4096.0,3.0,10.0,10.0,,,,Visible,400.0,1000.0,,,Camera Link,,,CCD,1000,77,100,102
Allied Vision,allPIXA pro 5k,line,2D,,,,,,,5120.0,3.0,10.0,10.0,,,,Visible,400.0,1000.0,,,Camera Link,,,CCD,1000,77,100,102
Allied Vision,allPIXA pro 6000px,line,2D,,,,,,,6000.0,3.0,10.0,10.0,,,,Visible,400.0,1000.0,,,Camera Link,,,CCD,1000,77,100,102
Allied Vision,allPIXA pro 7.3k,line,2D,,,,,,,7300.0,3.0,10.0,10.0,,,,Visible,400.0,1000.0,,,Camera Link,,,CCD,1000,77,100,102
Allied Vision,allPIXA SWIR 1k GigE C-Mount,line,2D,,,,,,,1024.0,1.0,12.5,12.5,,,40.0,SWIR,950.0,1700.0,,C-mount,GigE,,,InGaAs,170,52,62,62
Allied Vision,allPIXA SWIR 512 GigE C-Mount,line,2D,,,,,,,512.0,1.0,25.0,25.0,,,40.0,SWIR,950.0,1700.0,,C-mount,GigE,,,InGaAs,170,52,62,62
Allied Vision,chromaPIXA 4k,line,2D,,,,,,,4096.0,3.0,,,,,,Visible,1000.0,1000.0,,,Camera Link,,,CCD,1000,77,100,102
Allied Vision,chromaPIXA 7.3k,line,2D,,,,,,,7300.0,3.0,,,,,,Visible,1000.0,1000.0,,,Camera Link,,,CCD,1000,77,100,102
Allied Vision,allPIXA wave 15k CameraLink,line,2D,,,,,,,15360.0,3.0,5.6,5.6,,,,Visible,360.0,960.0,,M95x1,Camera Link,,,CMOS,900,100,56,102
Allied Vision,allPIXA wave 15k CameraLink Mono,line,2D,,,,,,,15360.0,3.0,5.6,5.6,,,,Visible,360.0,960.0,,M95x1,Camera Link,,,CMOS,900,100,56,102
