brand	model_name,camera_type,sensor_name,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Hikrobot	MV-CH120-15TC-M58S-NF,area,IMX253,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,68.3,,Color,,,Color,M58x0.75,"10GigE, GigE",,"Mono 8, Bayer RG 8, , YUV422Packed, YUV422_YUYV_Packed, , RGB 8, BGR 8",CMOS,550,74,74,72.4
Hikrobot	MV-CH120-11UM,area,IMX304,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,30.3,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed /12/12Packed,CMOS,100,44,29,59
Hikrobot	MV-CH120-11UC,area,IMX304,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,30.3,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, , Bayer RG 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,100,44,29,59
Hikrobot	MV-CH120-10CM,area,IMX253,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,50.9,,Mono,,,Mono,C-mount,Camera Link,,Mono 8/10/12,CMOS,100,44,29,59
Hikrobot	MV-CH120-10CC,area,IMX253,Sony,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,51.4,,Color,,,Color,C-mount,Camera Link,,"Bayer RG 8/10/12, RGB 8",CMOS,100,44,29,59
Hikrobot	MV-CH120-20GM,area,XGS12000,onsemi,,,"1""",12.58,4096.0,3072.0,3.2,3.2,global,9.6,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CH120-20GC,area,XGS12000,onsemi,,,"1""",12.58,4096.0,3072.0,3.2,3.2,global,9.6,,Color,,,Color,C-mount,GigE,,"Mono 8/10/12, , Bayer RG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,100,29,29,42
Hikrobot	MV-CH120-20UM,area,XGS12000,onsemi,,,"1”""",12.58,4096.0,3072.0,3.2,3.2,global,28.0,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CH120-20UC,area,XGS12000,onsemi,,,"1”""",12.58,4096.0,3072.0,3.2,3.2,global,28.0,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer RG 8/10/10Packed/12/12Packed YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CH120-40XM-M58S-NN,area,CMV12000,ams OSRAM,,28.14,,12.58,4096.0,3072.0,5.5,5.5,global,188.0,,,,,,M58x0.75,CoaXPress,,Mono 8/10,CMOS,269,60,60,59
Hikrobot	MV-CH120-60GM V5,area,,,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,10.0,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MV-CH120-60GC V5,area,,,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,10.0,,Color,,,Color,C-mount,GigE,,"Mono 8/10/12, Bayer GB 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,100,29,29,42
Hikrobot	MV-CH120-60UM V5,area,,,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,31.3,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CH120-60UC V5,area,,,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,31.3,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer GB 8/10/10Packed/12/12Packed YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CH120-60TM-C-NF,area,,,,,"1.1""",12.58,4096.0,3072.0,3.45,3.45,global,80.0,,Mono,,,Mono,C-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,203,50,45,68.6
Hikrobot	MV-CH120-60TC-C-NF,area,,,,,"1.1""",12.58,4096.0,3072.0,3.45,3.45,global,80.0,,Color,,,Color,C-mount,"10GigE, GigE",,Bayer GB 8/10/10Packed/12/12Packed,CMOS,203,50,45,68.6
Hikrobot	MV-CH120-60VM,area,,,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,60.2,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,44,59
Hikrobot	MV-CH120-60VC,area,,,,,"1.1""",12.29,4096.0,3000.0,3.45,3.45,global,60.2,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer GB 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,100,29,44,59
Hikrobot	MV-CH120-90TM-C-NF,area,GMAX3412,Gpixel,,,"1.1""",12.58,4096.0,3072.0,3.4,3.4,global,94.0,,Mono,,,Mono,C-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,212,50,45,68.6
Hikrobot	MV-CH120-90Y1M-NH,area,GMAX3412,Gpixel,,,"1.1""",12.58,4096.0,3072.0,3.4,3.4,global,93.9,,Mono,,,Mono,C-mount,CoaXPress,,Mono 8/10/12,CMOS,170,29,85,42
Hikrobot	MV-CH120-90Y1M-NN,area,GMAX3412,Gpixel,,,"1.1""",12.58,4096.0,3072.0,3.4,3.4,global,93.9,,Mono,,,Mono,C-mount,CoaXPress,,Mono 8/10/12,CMOS,170,29,85,42
Hikrobot	MV-CH120-90Y1C-NN,area,GMAX3412,Gpixel,,,"1.1""",12.58,4096.0,3072.0,3.4,3.4,global,93.9,,Color,,,Color,C-mount,CoaXPress,,Bayer GB 8/10/12,CMOS,170,29,85,42
Hikrobot	MV-CH120-90Y1C-NH,area,GMAX3412,Gpixel,,,"1.1""",12.58,4096.0,3072.0,3.4,3.4,global,93.9,,Color,,,Color,C-mount,CoaXPress,,Bayer GB 8/10/12,CMOS,170,29,85,42
Hikrobot	MV-CH120-90X2M-C-NN,area,GMAX3412,Gpixel,,,"1.1""",12.58,4096.0,3072.0,3.4,3.4,global,95.0,,Mono,,,Mono,C-mount,CoaXPress,,Mono 8/10/12,CMOS,207,50,50,45
Hikrobot	MV-CH120-90Y2M-C-NN,area,GMAX3412,Gpixel,,,"1.1""",12.32,4096.0,3008.0,3.4,3.4,global,149.0,,Mono,,,Mono,C-mount,CoaXPress,,Mono 8/10/12,CMOS,207,50,50,45
Hikrobot	MV-CH120-90X2C-C-NN,area,GMAX3412,Gpixel,,,"1.1""",12.58,4096.0,3072.0,3.4,3.4,global,95.0,,Color,,,Color,C-mount,CoaXPress,,Bayer GB 8/10/12,CMOS,207,50,50,45
Hikrobot	MV-CH120-90Y2C-C-NN,area,GMAX3412,Gpixel,,,"1.1""",12.32,4096.0,3008.0,3.4,3.4,global,149.0,,Color,,,Color,C-mount,CoaXPress,,Bayer GB 8/10/12,CMOS,207,50,50,45
Hikrobot	MV-CH123-10UM,area,IMX545,Sony,,,"1/1.1""",12.29,4096.0,3000.0,2.74,2.74,global,31.5,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CH123-10UC,area,IMX545,Sony,,,"1/1.1""",12.29,4096.0,3000.0,2.74,2.74,global,31.5,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12,, Bayer RG 8/10/10Packed/12/12Packed, , YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CH140-60GM,area,,,,,"1""",13.3,4708.0,2824.0,3.0,3.0,global,9.0,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,117,29,44,59
Hikrobot	MV-CH140-60UM,area,,,,,"1""",13.3,4708.0,2824.0,3.0,3.0,global,27.0,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,113,29,44,59
Hikrobot	MV-CH140-60GC,area,,,,,"1""",13.3,4708.0,2824.0,3.0,3.0,global,9.0,,Color,,,Color,C-mount,GigE,,"Mono 8/10/12, , Bayer GR 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,117,29,44,59
Hikrobot	MV-CH140-90XM-M58S-NN,area,Gsprint 5514,Gpixel,,30.46,,14.16,4608.0,3072.0,5.5,5.5,global,169.0,,Mono,,,Mono,M58x0.75,CoaXPress,,Mono 8/10/12,CMOS,790,60,60,76
Hikrobot	MV-CH140-90YM-M58S-NF,area,Gsprint 5514,Gpixel,,30.46,,14.16,4608.0,3072.0,5.5,5.5,global,339.0,,Mono,,,Mono,M58x0.75,CoaXPress,,Mono 8/10/12,CMOS,790,60,60,77
Hikrobot	MV-CH140-90YC-M58S-NF,area,Gsprint 5514,Gpixel,,30.46,,14.16,4608.0,3072.0,5.5,5.5,global,339.0,,Color,,,Color,M58x0.75,CoaXPress,,Bayer GR 8/10/12,CMOS,790,60,60,77
Hikrobot	MV-CH160-60GM,area,,,,,"1.1""",16.0,4000.0,4000.0,3.2,3.2,global,7.25,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/12,CMOS,100,29,44,59
Hikrobot	MV-CH210-90YM-M58S-NN,area,Gsprint4521,Gpixel,,29.5,,20.97,5120.0,4096.0,4.5,4.5,global,222.0,,Mono,,,Mono,M58x0.75,CoaXPress,,Mono 8/10/12,CMOS,790,84,84,75
Hikrobot	MV-CH210-90YC-M58S-NN,area,Gsprint4521,Gpixel,,29.5,,20.97,5120.0,4096.0,4.5,4.5,global,222.0,,Color,,,Color,M58x0.75,CoaXPress,,Bayer GB 8/10/12,CMOS,790,84,84,75
Hikrobot	MV-CH210-90Q2M-M58S-NF,area,Gsprint4521,Gpixel,,29.5,,20.97,5120.0,4096.0,4.5,4.5,global,541.0,,Mono,,,Mono,M58x0.75,QSFP,,Mono 8,CMOS,1153,84,84,100
Hikrobot	MV-CH240-10TM-C-NN,area,IMX540,Sony,,,"1.2""",24.51,5328.0,4600.0,2.74,2.74,global,35.1,,,,,,C-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,600,84,84,92.5
Hikrobot	MV-CH250-20XM-M58S-NN,area,PYTHON25K,onsemi,,32.53,,26.21,5120.0,5120.0,4.5,4.5,global,80.0,,Mono,,,Mono,M58x0.75,CoaXPress,,Mono 8/10/12,CMOS,730,84,84,92.5
Hikrobot	MV-CH250-20CM-M58S-NN,area,PYTHON25K,onsemi,,32.53,,26.21,5120.0,5120.0,4.5,4.5,global,31.3,,,,,,M58x0.75,Camera Link,,Mono 8,CMOS,380,70,70,44.3
Hikrobot	MV-CH250-25TM-M58S-NF,area,PYTHON25K,onsemi,,32.53,,26.21,5120.0,5120.0,4.5,4.5,global,40.0,,Mono,,,Mono,M58x0.75,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,550,58,74,74
Hikrobot	MV-CH250-25TM-F-NF,area,PYTHON25K,onsemi,,32.53,,26.21,5120.0,5120.0,4.5,4.5,global,40.0,,Mono,,,Mono,F-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,600,74,74,78.7
Hikrobot	MV-CH250-25TC-M58S-NF,area,PYTHON25K,onsemi,,32.53,,26.21,5120.0,5120.0,4.5,4.5,global,40.0,,Color,,,Color,M58x0.75,"10GigE, GigE",,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,550,58,74,74
Hikrobot	MV-CH250-60UM,area,,,,17.82,,26.21,5120.0,5120.0,2.5,2.5,rolling,14.8,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,103,29,44,59
Hikrobot	MV-CH250-60UC,area,,,,17.82,,26.21,5120.0,5120.0,2.5,2.5,rolling,14.8,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12,, Bayer BG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_8_YUYV,, RGB 8, BGR 8",CMOS,103,29,44,59
Hikrobot	MV-CH250-60TM-M58S-NF,area,,,,32.53,,26.21,5120.0,5120.0,4.5,4.5,global,31.7,,,,,,M58x0.75,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,550,74,74,78.8
Hikrobot	MV-CH250-90GM,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,4.5,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,44,59
Hikrobot	MV-CH250-90UN V4,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,14.0,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,44,59
Hikrobot	MV-CH250-90TM-C-NF,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,41.5,,Mono,,,Mono,C-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,590,74,74,78.8
Hikrobot	MV-CH250-90TC-C-NF,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,41.5,,Color,,,Color,C-mount,"10GigE, GigE",,"Mono 8/10/12,, Bayer BG 8/10/10Packed/12/12Packed, , YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,590,74,74,78.8
Hikrobot	MV-CH250-90GC,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,4.5,,Color,,,Color,C-mount,GigE,,"Mono 8/10/12, , Bayer BG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,100,29,44,59
Hikrobot	MV-CH250-90GN,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,4.5,,NIR,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,44,59
Hikrobot	MV-CH250-90UM V4,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,14.0,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,44,59
Hikrobot	MV-CH250-90UC V4,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,14.0,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, , Bayer BG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,100,29,44,59
Hikrobot	MV-CH250-90TM-M58S-NF,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,41.5,,Mono,,,Mono,M58x0.75,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,550,74,74,78.8
Hikrobot	MV-CH250-90TC-M58S-NF,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,41.5,,Color,,,Color,M58x0.75,"10GigE, GigE",,"Mono 8/10/12,, Bayer BG 8/10/10Packed/12/12Packed, , YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,550,74,74,78.8
Hikrobot	MV-CH250-90XM-C-NN,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,41.5,,Mono,,,Mono,C-mount,CoaXPress,,Mono 8/10/12,CMOS,207,50,50,45
Hikrobot	MV-CH250-90XC-C-NN,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,41.5,,Color,,,Color,C-mount,CoaXPress,,Bayer BG 8/10/12,CMOS,207,50,50,45
Hikrobot	MV-CH250-90YM-M58S-NN,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,150.0,,,,,,M58x0.75,CoaXPress,,Mono 8/10/12,CMOS,285,60,60,59
Hikrobot	MV-CH250-90YM-C-NN,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,150.0,,,,,,C-mount,CoaXPress,,Mono 8/10/12,CMOS,280,60,60,59
Hikrobot	MV-CH250-90YC-C-NN,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,150.0,,,,,,C-mount,CoaXPress,,Bayer BG 8/10/12,CMOS,280,60,60,59
Hikrobot	MV-CH250-90YC-M58S-NN,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,150.0,,,,,,M58x0.75,CoaXPress,,Bayer BG 8/10/12,CMOS,285,60,60,59
Hikrobot	MV-CH250-90YN-C-NN,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,150.0,,,,,,C-mount,CoaXPress,,Mono 8/10/12,CMOS,280,60,60,59
Hikrobot	MV-CH250-90VM,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,30.0,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,44,59
Hikrobot	MV-CH250-90VC,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,30.0,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer BG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,100,29,44,59
Hikrobot	MV-CH250-92TM-C-NF V2,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,41.5,,Mono,,,Mono,C-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,212,50,45,68.6
Hikrobot	MV-CH250-92TC-C-NF  V2,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,41.5,,Color,,,Color,C-mount,"10GigE, GigE",,Bayer BG 8/10/10Packed/12/12Packed,CMOS,212,50,45,68.6
Hikrobot	MV-CH310-10GM-M58S-NF,area,IMX342,Sony,,27.86,,31.36,6464.0,4852.0,3.45,3.45,global,3.9,,Mono,,,Mono,M58x0.75,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,550,74,74,74.3
Hikrobot	MV-CH310-10GM-F-NF,area,IMX342,Sony,,27.86,,31.36,6464.0,4852.0,3.45,3.45,global,3.9,,Mono,,,Mono,F-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,600,74,74,80.1
Hikrobot	MV-CH310-10GC-F-NF,area,IMX342,Sony,,27.86,,31.36,6464.0,4852.0,3.45,3.45,global,3.9,,Color,,,Color,F-mount,GigE,,"Mono 8/10/12,, Bayer RG 8/10/10Packed/12/12Packed, , YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,600,74,74,80.1
Hikrobot	MV-CH310-10GC-M58S-NF,area,IMX342,Sony,,27.86,,31.36,6464.0,4852.0,3.45,3.45,global,3.9,,Color,,,Color,M58x0.75,GigE,,"Mono 8/10/12,, Bayer RG 8/10/10Packed/12/12Packed, , YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,550,74,74,74.3
Hikrobot	MV-CH310-10TM-M58S-NN,area,IMX342,Sony,,27.86,,31.36,6464.0,4852.0,3.45,3.45,global,17.2,,Mono,,,Mono,M58x0.75,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,560,74,74,64.4
Hikrobot	MV-CH310-10TC-M58S-NN,area,IMX342,Sony,,27.86,,31.36,6464.0,4852.0,3.45,3.45,global,17.2,,Color,,,Color,M58x0.75,"10GigE, GigE",,"Mono 8/10/12, , Bayer RG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,560,74,74,64.4
Hikrobot	MV-CH500-90TM-F-NF,area,GMAX,Gpixel,,31.68,,49.06,7008.0,7000.0,3.2,3.2,global,15.5,,Mono,,,Mono,F-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,600,74,74,84.8
Hikrobot	MV-CH500-90TM-M58S-NF,area,GMAX,Gpixel,,31.68,,49.06,7008.0,7000.0,3.2,3.2,global,15.5,,Mono,,,Mono,M58x0.75,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,550,74,74,78.8
Hikrobot	MV-CH500-90TC-M58S-NF,area,GMAX,Gpixel,,31.68,,49.06,7008.0,7000.0,3.2,3.2,global,15.5,,Color,,,Color,M58x0.75,"10GigE, GigE",,"Mono 8/10/12, , Bayer BG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,550,74,74,78.8
Hikrobot	MV-CH610-10TM-F-TF,area,IMX455,Sony,,43.27,,61.04,9568.0,6380.0,3.76,3.76,rolling,17.9,,Mono,,,Mono,F-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed/16,CMOS,1090,100,100,82
Hikrobot	MV-CH610-10TC-F-TF,area,IMX455,Sony,,43.27,,61.04,9568.0,6380.0,3.76,3.76,rolling,17.9,,Color,,,Color,F-mount,"10GigE, GigE",,"Mono 8/10/12/16, Bayer RG 8/10/10Packed/12/12Packed/16, YUV422_8, YUV422_8_YUYV, RGB 8, BGR 8",CMOS,1090,100,100,82
Hikrobot	MV-CH650-90TM-M58S-NF,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,17.2,,Mono,,,Mono,M58x0.75,"10GigE, GigE",,Mono 8/10/10p/12/12p,CMOS,550,58,74,74
Hikrobot	MV-CH650-90TC-M58S-NF,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,17.2,,Color,,,Color,M58x0.75,"10GigE, GigE",,"Mono 8/10/12, Bayer 8/10/10p/12/12p, YUV422 8, YUV422_8_YUYV, RGB 8, BGR 8",CMOS,550,58,74,74
Hikrobot	MV-CH650-90TM-F-NF,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,17.2,,Mono,,,Mono,F-mount,"10GigE, GigE",,Mono 8/10/10p/12/12p,CMOS,600,74,74,84.8
Hikrobot	MV-CH650-90TC-F-NF,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,17.2,,Color,,,Color,F-mount,"10GigE, GigE",,"Mono 8/10/12, Bayer 8/10/10p/12/12p, YUV422 8, YUV422_8_YUYV, RGB 8, BGR 8",CMOS,600,74,74,84.8
Hikrobot	MV-CH650-90XM-M58S-NF,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,31.5,,Mono,,,Mono,M58x0.75,CoaXPress,,Mono 8/10/12,CMOS,470,58,74,74
Hikrobot	MV-CH650-90XM-F-NF,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,31.5,,Mono,,,Mono,F-mount,CoaXPress,,Mono 8/10/12,CMOS,500,74,74,76.4
Hikrobot	MV-CH650-90XC-M58S-NF,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,31.5,,Color,,,Color,M58x0.75,CoaXPress,,Bayer BG 8/10/12,CMOS,470,58,74,74
Hikrobot	MV-CH650-90YM-M58S-NN,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,71.0,,,,,,M58x0.75,CoaXPress,,Mono 8/10/12,CMOS,650,84,84,92.5
Hikrobot	MV-CH650-90YC-M58S-NN,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,71.0,,,,,,M58x0.75,CoaXPress,,Bayer BG 8/10/12,CMOS,650,84,84,92.5
Hikrobot	MV-CH650-90YC-F-NN,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,71.0,,,,,,M58x0.75,CoaXPress,,Mono 8/10/12,CMOS,650,84,84,92.5
Hikrobot	MV-CH650-90YM-M58S-NN V2,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,71.0,,,,,,M58x0.75,CoaXPress,,Mono 8/10/12,CMOS,285,60,60,59
Hikrobot	MV-CH1010-10CM-M72-NF,area,IMX461,Sony,,55.0,,101.8,11648.0,8740.0,3.76,3.76,rolling,8.1,,Mono,,,Mono,M72x0.75,Camera Link,,"ADC 12-bit mode: Mono 8/10/12, ADC 16-bit mode: Mono 8/10/12/16",CMOS,1700,90,90,71.5
Hikrobot	MV-CH1010-10CM-M72-TF,area,IMX461,Sony,,55.0,,101.8,11648.0,8740.0,3.76,3.76,rolling,8.1,,Mono,,,Mono,M72x0.75,Camera Link,,"ADC 12-bit mode: Mono 8/10/12, ADC 16-bit mode: Mono 8/10/12/16",CMOS,1700,90,90,71.5
Hikrobot	MV-CH1030-90TM-M58S-NN,area,GMAX32103,Gpixel,,46.6,,103.63,11264.0,9200.0,3.2,3.2,global,11.0,,Mono,,,Mono,M58x0.75,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,738,84,84,92.5
Hikrobot	MV-CH1030-90TC-M58S-NN,area,GMAX32103,Gpixel,,46.6,,103.63,11264.0,9200.0,3.2,3.2,global,11.0,,Color,,,Color,M58x0.75,"10GigE, GigE",,"Mono 8/10/12,, Bayer GB 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,738,84,84,92.5
Hikrobot	MV-CH1510-11XM-M72-TF,area,IMX411,Sony,,66.7,,151.17,14208.0,10640.0,3.76,3.76,rolling,6.2,,Mono,,,Mono,M72x0.75,CoaXPress,,Mono 8/10/12/16,CMOS,1000,100,100,74.3
Hikrobot	MV-CH1510-10XM-M72-NF,area,IMX411,Sony,,66.7,,151.17,14208.0,10640.0,3.76,3.76,rolling,6.2,,Mono,,,Mono,M72x0.75,CoaXPress,,Mono 8/10/12/16,CMOS,1000,100,100,74.3
Hikrobot	MV-CH1510-11XC-M72-TF,area,IMX411,Sony,,66.7,,151.17,14208.0,10640.0,3.76,3.76,rolling,6.2,,Color,,,Color,M72x0.75,CoaXPress,,"Mono 8/10/12/16, Bayer RG 8/10/12/16, RGB 8",CMOS,1000,100,100,74.3
Hikrobot	MV-CH1510-10XC-M72-NF,area,IMX411,Sony,,66.7,,151.17,14208.0,10640.0,3.76,3.76,rolling,6.2,,Color,,,Color,M72x0.75,CoaXPress,,"Mono 8/10/12/16, Bayer RG 8/10/12/16, RGB 8",CMOS,1000,100,100,74.3
Hikrobot	MV-CH1510-10FM-M72-TF,area,IMX411,Sony,,66.7,,151.17,14208.0,10640.0,3.76,3.76,rolling,6.2,,Mono,,,Mono,M72x0.75,10GigE,,Mono 8/10/10Packed/12/12Packed/16,CMOS,2500,120,120,89
